"id","link","internalLevel","internalSubtype","quality","value","level","enchantName","enchantDesc","setMaxEquipCount","setBonusDesc1","setBonusDesc2","setBonusDesc3","traitDesc","comment"
"880865","|H0:item:23668:7:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","7","3","17","5","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","dropped"
"881277","|H0:item:23668:11:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","11","3","17","5","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","dropped"
"881714","|H0:item:23668:49:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","49","3","17","5","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","unknown"
"881395","|H0:item:23668:22:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","22","3","18","5","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","crafted"
"881894","|H0:item:23668:123:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","123","4","11","5","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","0","(2 items) Adds 7 Stamina Recovery","(3 items) Adds 56 Maximum Stamina","(4 items) Adds 7 Stamina Recovery","Increase Maximum Stamina by |cffffff60|r.","unknown"
"880863","|H0:item:23668:5:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","5","4","18","5","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 22 Stamina Recovery","(3 items) Adds 168 Maximum Stamina","(4 items) Adds 22 Stamina Recovery","Increase Maximum Stamina by |cffffff160|r.","dropped"
"880866","|H0:item:23668:8:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","8","4","20","5","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 24 Stamina Recovery","(3 items) Adds 180 Maximum Stamina","(4 items) Adds 24 Stamina Recovery","Increase Maximum Stamina by |cffffff170|r.","dropped"
"881396","|H0:item:23668:23:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","23","4","20","5","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 25 Stamina Recovery","(3 items) Adds 191 Maximum Stamina","(4 items) Adds 25 Stamina Recovery","Increase Maximum Stamina by |cffffff180|r.","crafted"
"881895","|H0:item:23668:124:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","124","5","11","5","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","0","(2 items) Adds 7 Stamina Recovery","(3 items) Adds 56 Maximum Stamina","(4 items) Adds 7 Stamina Recovery","Increase Maximum Stamina by |cffffff60|r.","unknown"
"880864","|H0:item:23668:6:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","6","5","21","5","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","4","(2 items) Adds 27 Stamina Recovery","(3 items) Adds 202 Maximum Stamina","(4 items) Adds 27 Stamina Recovery","Increase Maximum Stamina by |cffffff190|r.","dropped"
"881397","|H0:item:23668:24:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","5","24","5","21","5","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","4","(2 items) Adds 30 Stamina Recovery","(3 items) Adds 225 Maximum Stamina","(4 items) Adds 30 Stamina Recovery","Increase Maximum Stamina by |cffffff210|r.","crafted"
"880868","|H0:item:23668:1:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","1","0","11","6","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 9 Stamina Recovery","(3 items) Adds 67 Maximum Stamina","(4 items) Adds 9 Stamina Recovery","Increase Maximum Stamina by |cffffff70|r.","dropped"
"882181","|H0:item:23668:177:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","177","0","12","6","","","4","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","unknown"
"882131","|H0:item:23668:175:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","175","1","11","6","Stamina Recovery Enchantment","Adds |cffffff23|r Stamina Recovery.","4","(2 items) Adds 9 Stamina Recovery","(3 items) Adds 67 Maximum Stamina","(4 items) Adds 9 Stamina Recovery","Increase Maximum Stamina by |cffffff70|r.","unknown"
"880869","|H0:item:23668:2:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","2","1","12","6","Stamina Recovery Enchantment","Adds |cffffff23|r Stamina Recovery.","4","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","dropped"
"881398","|H0:item:23668:20:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","20","1","13","6","Stamina Recovery Enchantment","Adds |cffffff23|r Stamina Recovery.","4","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","crafted"
"881896","|H0:item:23668:121:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","121","2","11","6","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 9 Stamina Recovery","(3 items) Adds 67 Maximum Stamina","(4 items) Adds 9 Stamina Recovery","Increase Maximum Stamina by |cffffff70|r.","unknown"
"881328","|H0:item:23668:19:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","19","2","13","6","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","unknown"
"881648","|H0:item:23668:31:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","31","2","15","6","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 15 Stamina Recovery","(3 items) Adds 112 Maximum Stamina","(4 items) Adds 15 Stamina Recovery","Increase Maximum Stamina by |cffffff110|r.","crafted"
"880870","|H0:item:23668:3:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","3","2","16","6","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 16 Stamina Recovery","(3 items) Adds 123 Maximum Stamina","(4 items) Adds 16 Stamina Recovery","Increase Maximum Stamina by |cffffff120|r.","dropped"
"880876","|H0:item:23668:9:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","9","2","16","6","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 18 Stamina Recovery","(3 items) Adds 135 Maximum Stamina","(4 items) Adds 18 Stamina Recovery","Increase Maximum Stamina by |cffffff130|r.","dropped"
"881399","|H0:item:23668:21:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","21","2","16","6","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 18 Stamina Recovery","(3 items) Adds 135 Maximum Stamina","(4 items) Adds 18 Stamina Recovery","Increase Maximum Stamina by |cffffff130|r.","crafted"
"881897","|H0:item:23668:122:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","122","3","11","6","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","0","(2 items) Adds 9 Stamina Recovery","(3 items) Adds 67 Maximum Stamina","(4 items) Adds 9 Stamina Recovery","Increase Maximum Stamina by |cffffff70|r.","unknown"
"880871","|H0:item:23668:4:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","4","3","17","6","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","dropped"
"881717","|H0:item:23668:50:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","50","3","17","6","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","unknown"
"880874","|H0:item:23668:7:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","7","3","18","6","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","dropped"
"881278","|H0:item:23668:11:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","11","3","18","6","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","dropped"
"881400","|H0:item:23668:22:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","22","3","18","6","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 22 Stamina Recovery","(3 items) Adds 168 Maximum Stamina","(4 items) Adds 22 Stamina Recovery","Increase Maximum Stamina by |cffffff160|r.","crafted"
"881716","|H0:item:23668:49:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","49","3","18","6","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","unknown"
"881898","|H0:item:23668:123:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","123","4","11","6","Stamina Recovery Enchantment","Adds |cffffff29|r Stamina Recovery.","0","(2 items) Adds 9 Stamina Recovery","(3 items) Adds 67 Maximum Stamina","(4 items) Adds 9 Stamina Recovery","Increase Maximum Stamina by |cffffff70|r.","unknown"
"880872","|H0:item:23668:5:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","5","4","20","6","Stamina Recovery Enchantment","Adds |cffffff29|r Stamina Recovery.","4","(2 items) Adds 24 Stamina Recovery","(3 items) Adds 180 Maximum Stamina","(4 items) Adds 24 Stamina Recovery","Increase Maximum Stamina by |cffffff170|r.","dropped"
"880875","|H0:item:23668:8:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","8","4","20","6","Stamina Recovery Enchantment","Adds |cffffff29|r Stamina Recovery.","4","(2 items) Adds 25 Stamina Recovery","(3 items) Adds 191 Maximum Stamina","(4 items) Adds 25 Stamina Recovery","Increase Maximum Stamina by |cffffff180|r.","dropped"
"881401","|H0:item:23668:23:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","23","4","21","6","Stamina Recovery Enchantment","Adds |cffffff29|r Stamina Recovery.","4","(2 items) Adds 27 Stamina Recovery","(3 items) Adds 202 Maximum Stamina","(4 items) Adds 27 Stamina Recovery","Increase Maximum Stamina by |cffffff190|r.","crafted"
"881899","|H0:item:23668:124:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","124","5","11","6","Stamina Recovery Enchantment","Adds |cffffff32|r Stamina Recovery.","0","(2 items) Adds 9 Stamina Recovery","(3 items) Adds 67 Maximum Stamina","(4 items) Adds 9 Stamina Recovery","Increase Maximum Stamina by |cffffff70|r.","unknown"
"880873","|H0:item:23668:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","6","5","21","6","Stamina Recovery Enchantment","Adds |cffffff32|r Stamina Recovery.","4","(2 items) Adds 28 Stamina Recovery","(3 items) Adds 213 Maximum Stamina","(4 items) Adds 28 Stamina Recovery","Increase Maximum Stamina by |cffffff200|r.","dropped"
"881402","|H0:item:23668:24:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","6","24","5","22","6","Stamina Recovery Enchantment","Adds |cffffff32|r Stamina Recovery.","4","(2 items) Adds 31 Stamina Recovery","(3 items) Adds 236 Maximum Stamina","(4 items) Adds 31 Stamina Recovery","Increase Maximum Stamina by |cffffff220|r.","crafted"
"880877","|H0:item:23668:1:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","1","0","12","7","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","dropped"
"882182","|H0:item:23668:177:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","177","0","12","7","","","4","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","unknown"
"880878","|H0:item:23668:2:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","2","1","12","7","Stamina Recovery Enchantment","Adds |cffffff23|r Stamina Recovery.","4","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","dropped"
"882132","|H0:item:23668:175:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","175","1","12","7","Stamina Recovery Enchantment","Adds |cffffff23|r Stamina Recovery.","4","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","unknown"
"881403","|H0:item:23668:20:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","20","1","15","7","Stamina Recovery Enchantment","Adds |cffffff23|r Stamina Recovery.","4","(2 items) Adds 15 Stamina Recovery","(3 items) Adds 112 Maximum Stamina","(4 items) Adds 15 Stamina Recovery","Increase Maximum Stamina by |cffffff110|r.","crafted"
"881900","|H0:item:23668:121:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","121","2","12","7","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","unknown"
"881329","|H0:item:23668:19:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","19","2","15","7","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 15 Stamina Recovery","(3 items) Adds 112 Maximum Stamina","(4 items) Adds 15 Stamina Recovery","Increase Maximum Stamina by |cffffff110|r.","unknown"
"880879","|H0:item:23668:3:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","3","2","16","7","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 18 Stamina Recovery","(3 items) Adds 135 Maximum Stamina","(4 items) Adds 18 Stamina Recovery","Increase Maximum Stamina by |cffffff130|r.","dropped"
"881649","|H0:item:23668:31:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","31","2","16","7","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 16 Stamina Recovery","(3 items) Adds 123 Maximum Stamina","(4 items) Adds 16 Stamina Recovery","Increase Maximum Stamina by |cffffff120|r.","crafted"
"880885","|H0:item:23668:9:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","9","2","17","7","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","dropped"
"881404","|H0:item:23668:21:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","21","2","17","7","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","crafted"
"881901","|H0:item:23668:122:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","122","3","12","7","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","0","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","unknown"
"880880","|H0:item:23668:4:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","4","3","18","7","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","dropped"
"880883","|H0:item:23668:7:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","7","3","18","7","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 22 Stamina Recovery","(3 items) Adds 168 Maximum Stamina","(4 items) Adds 22 Stamina Recovery","Increase Maximum Stamina by |cffffff160|r.","dropped"
"881279","|H0:item:23668:11:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","11","3","18","7","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 22 Stamina Recovery","(3 items) Adds 168 Maximum Stamina","(4 items) Adds 22 Stamina Recovery","Increase Maximum Stamina by |cffffff160|r.","dropped"
"881718","|H0:item:23668:49:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","49","3","18","7","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 22 Stamina Recovery","(3 items) Adds 168 Maximum Stamina","(4 items) Adds 22 Stamina Recovery","Increase Maximum Stamina by |cffffff160|r.","unknown"
"881719","|H0:item:23668:50:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","50","3","18","7","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","unknown"
"881405","|H0:item:23668:22:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","22","3","20","7","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","4","(2 items) Adds 24 Stamina Recovery","(3 items) Adds 180 Maximum Stamina","(4 items) Adds 24 Stamina Recovery","Increase Maximum Stamina by |cffffff170|r.","crafted"
"881902","|H0:item:23668:123:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","123","4","12","7","Stamina Recovery Enchantment","Adds |cffffff29|r Stamina Recovery.","0","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","unknown"
"880881","|H0:item:23668:5:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","5","4","20","7","Stamina Recovery Enchantment","Adds |cffffff29|r Stamina Recovery.","4","(2 items) Adds 25 Stamina Recovery","(3 items) Adds 191 Maximum Stamina","(4 items) Adds 25 Stamina Recovery","Increase Maximum Stamina by |cffffff180|r.","dropped"
"880884","|H0:item:23668:8:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","8","4","21","7","Stamina Recovery Enchantment","Adds |cffffff29|r Stamina Recovery.","4","(2 items) Adds 27 Stamina Recovery","(3 items) Adds 202 Maximum Stamina","(4 items) Adds 27 Stamina Recovery","Increase Maximum Stamina by |cffffff190|r.","dropped"
"881406","|H0:item:23668:23:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","23","4","21","7","Stamina Recovery Enchantment","Adds |cffffff29|r Stamina Recovery.","4","(2 items) Adds 28 Stamina Recovery","(3 items) Adds 213 Maximum Stamina","(4 items) Adds 28 Stamina Recovery","Increase Maximum Stamina by |cffffff200|r.","crafted"
"881903","|H0:item:23668:124:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","124","5","12","7","Stamina Recovery Enchantment","Adds |cffffff32|r Stamina Recovery.","0","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","unknown"
"880882","|H0:item:23668:6:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","6","5","21","7","Stamina Recovery Enchantment","Adds |cffffff32|r Stamina Recovery.","4","(2 items) Adds 30 Stamina Recovery","(3 items) Adds 225 Maximum Stamina","(4 items) Adds 30 Stamina Recovery","Increase Maximum Stamina by |cffffff210|r.","dropped"
"881407","|H0:item:23668:24:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","24","5","22","7","Stamina Recovery Enchantment","Adds |cffffff32|r Stamina Recovery.","4","(2 items) Adds 33 Stamina Recovery","(3 items) Adds 247 Maximum Stamina","(4 items) Adds 33 Stamina Recovery","Increase Maximum Stamina by |cffffff230|r.","crafted"
"880886","|H0:item:23668:1:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","1","0","12","8","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","dropped"
"882183","|H0:item:23668:177:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","177","0","13","8","","","4","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","unknown"
"882133","|H0:item:23668:175:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","175","1","12","8","Stamina Recovery Enchantment","Adds |cffffff23|r Stamina Recovery.","4","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","unknown"
"880887","|H0:item:23668:2:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","2","1","13","8","Stamina Recovery Enchantment","Adds |cffffff23|r Stamina Recovery.","4","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","dropped"
"881408","|H0:item:23668:20:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","20","1","16","8","Stamina Recovery Enchantment","Adds |cffffff23|r Stamina Recovery.","4","(2 items) Adds 16 Stamina Recovery","(3 items) Adds 123 Maximum Stamina","(4 items) Adds 16 Stamina Recovery","Increase Maximum Stamina by |cffffff120|r.","crafted"
"881904","|H0:item:23668:121:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","121","2","12","8","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","unknown"
"881330","|H0:item:23668:19:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","19","2","16","8","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 16 Stamina Recovery","(3 items) Adds 123 Maximum Stamina","(4 items) Adds 16 Stamina Recovery","Increase Maximum Stamina by |cffffff120|r.","unknown"
"881650","|H0:item:23668:31:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","31","2","16","8","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 18 Stamina Recovery","(3 items) Adds 135 Maximum Stamina","(4 items) Adds 18 Stamina Recovery","Increase Maximum Stamina by |cffffff130|r.","crafted"
"880888","|H0:item:23668:3:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","3","2","17","8","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","dropped"
"880894","|H0:item:23668:9:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","9","2","18","8","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","dropped"
"881409","|H0:item:23668:21:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","21","2","18","8","Stamina Recovery Enchantment","Adds |cffffff25|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","crafted"
"881905","|H0:item:23668:122:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","122","3","12","8","Stamina Recovery Enchantment","Adds |cffffff27|r Stamina Recovery.","0","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","unknown"
