"id","link","internalLevel","internalSubtype","name","quality","value","level","enchantName","enchantDesc","comment"
"969881","|H0:item:26588:6:9:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","9","6","inferior glyph of stamina","5","4","9","Maximum Stamina Enchantment","Adds |cffffff107|r Maximum Stamina.","dropped"
"970398","|H0:item:26588:24:9:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","9","24","inferior glyph of stamina","5","4","9","Maximum Stamina Enchantment","Adds |cffffff107|r Maximum Stamina.","crafted"
"969885","|H0:item:26588:1:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","1","inferior glyph of stamina","0","3","10","Maximum Stamina Enchantment","Adds |cffffff86|r Maximum Stamina.","dropped"
"971166","|H0:item:26588:177:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","177","inferior glyph of stamina","0","3","10","","","unknown"
"969886","|H0:item:26588:2:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","2","inferior glyph of stamina","1","3","10","Maximum Stamina Enchantment","Adds |cffffff82|r Maximum Stamina.","dropped"
"970399","|H0:item:26588:20:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","20","inferior glyph of stamina","1","3","10","Maximum Stamina Enchantment","Adds |cffffff82|r Maximum Stamina.","crafted"
"971116","|H0:item:26588:175:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","175","inferior glyph of stamina","1","3","10","Maximum Stamina Enchantment","Adds |cffffff82|r Maximum Stamina.","unknown"
"969887","|H0:item:26588:3:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","3","inferior glyph of stamina","2","3","10","Maximum Stamina Enchantment","Adds |cffffff86|r Maximum Stamina.","dropped"
"970313","|H0:item:26588:19:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","19","inferior glyph of stamina","2","3","10","Maximum Stamina Enchantment","Adds |cffffff86|r Maximum Stamina.","unknown"
"970633","|H0:item:26588:31:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","31","inferior glyph of stamina","2","3","10","Maximum Stamina Enchantment","Adds |cffffff86|r Maximum Stamina.","crafted"
"970893","|H0:item:26588:121:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","121","inferior glyph of stamina","2","3","10","Maximum Stamina Enchantment","Adds |cffffff86|r Maximum Stamina.","unknown"
"969893","|H0:item:26588:9:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","9","inferior glyph of stamina","2","4","10","Maximum Stamina Enchantment","Adds |cffffff86|r Maximum Stamina.","dropped"
"970400","|H0:item:26588:21:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","21","inferior glyph of stamina","2","4","10","Maximum Stamina Enchantment","Adds |cffffff86|r Maximum Stamina.","crafted"
"970894","|H0:item:26588:122:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","122","inferior glyph of stamina","3","3","10","Maximum Stamina Enchantment","Adds |cffffff93|r Maximum Stamina.","unknown"
"969888","|H0:item:26588:4:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","4","inferior glyph of stamina","3","4","10","Maximum Stamina Enchantment","Adds |cffffff93|r Maximum Stamina.","dropped"
"969891","|H0:item:26588:7:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","7","inferior glyph of stamina","3","4","10","Maximum Stamina Enchantment","Adds |cffffff93|r Maximum Stamina.","dropped"
"970263","|H0:item:26588:11:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","11","inferior glyph of stamina","3","4","10","Maximum Stamina Enchantment","Adds |cffffff93|r Maximum Stamina.","dropped"
"970401","|H0:item:26588:22:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","22","inferior glyph of stamina","3","4","10","Maximum Stamina Enchantment","Adds |cffffff93|r Maximum Stamina.","crafted"
"970705","|H0:item:26588:49:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","49","inferior glyph of stamina","3","4","10","Maximum Stamina Enchantment","Adds |cffffff93|r Maximum Stamina.","unknown"
"970706","|H0:item:26588:50:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","50","inferior glyph of stamina","3","4","10","Maximum Stamina Enchantment","Adds |cffffff93|r Maximum Stamina.","unknown"
"970895","|H0:item:26588:123:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","123","inferior glyph of stamina","4","3","10","Maximum Stamina Enchantment","Adds |cffffff98|r Maximum Stamina.","unknown"
"969889","|H0:item:26588:5:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","5","inferior glyph of stamina","4","4","10","Maximum Stamina Enchantment","Adds |cffffff98|r Maximum Stamina.","dropped"
"969892","|H0:item:26588:8:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","8","inferior glyph of stamina","4","4","10","Maximum Stamina Enchantment","Adds |cffffff98|r Maximum Stamina.","dropped"
"970402","|H0:item:26588:23:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","23","inferior glyph of stamina","4","4","10","Maximum Stamina Enchantment","Adds |cffffff98|r Maximum Stamina.","crafted"
"970896","|H0:item:26588:124:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","124","inferior glyph of stamina","5","3","10","Maximum Stamina Enchantment","Adds |cffffff107|r Maximum Stamina.","unknown"
"969890","|H0:item:26588:6:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","6","inferior glyph of stamina","5","4","10","Maximum Stamina Enchantment","Adds |cffffff107|r Maximum Stamina.","dropped"
"970403","|H0:item:26588:24:10:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","10","24","inferior glyph of stamina","5","4","10","Maximum Stamina Enchantment","Adds |cffffff107|r Maximum Stamina.","crafted"
"969894","|H0:item:26588:1:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","1","petty glyph of stamina","0","3","11","Maximum Stamina Enchantment","Adds |cffffff86|r Maximum Stamina.","dropped"
"971167","|H0:item:26588:177:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","177","petty glyph of stamina","0","3","11","","","unknown"
"969895","|H0:item:26588:2:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","2","petty glyph of stamina","1","3","11","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","dropped"
"970404","|H0:item:26588:20:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","20","petty glyph of stamina","1","3","11","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","crafted"
"971117","|H0:item:26588:175:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","175","petty glyph of stamina","1","3","11","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","unknown"
"970314","|H0:item:26588:19:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","19","petty glyph of stamina","2","3","11","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","unknown"
"970634","|H0:item:26588:31:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","31","petty glyph of stamina","2","3","11","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","crafted"
"970897","|H0:item:26588:121:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","121","petty glyph of stamina","2","3","11","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","unknown"
"969896","|H0:item:26588:3:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","3","petty glyph of stamina","2","4","11","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"969902","|H0:item:26588:9:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","9","petty glyph of stamina","2","4","11","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"970405","|H0:item:26588:21:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","21","petty glyph of stamina","2","4","11","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","crafted"
"970898","|H0:item:26588:122:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","122","petty glyph of stamina","3","3","11","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"969897","|H0:item:26588:4:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","4","petty glyph of stamina","3","4","11","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"969900","|H0:item:26588:7:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","7","petty glyph of stamina","3","4","11","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"970264","|H0:item:26588:11:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","11","petty glyph of stamina","3","4","11","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"970406","|H0:item:26588:22:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","22","petty glyph of stamina","3","4","11","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","crafted"
"970707","|H0:item:26588:49:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","49","petty glyph of stamina","3","4","11","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"970708","|H0:item:26588:50:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","50","petty glyph of stamina","3","4","11","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"970899","|H0:item:26588:123:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","123","petty glyph of stamina","4","3","11","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","unknown"
"969898","|H0:item:26588:5:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","5","petty glyph of stamina","4","4","11","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","dropped"
"969901","|H0:item:26588:8:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","8","petty glyph of stamina","4","4","11","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","dropped"
"970407","|H0:item:26588:23:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","23","petty glyph of stamina","4","4","11","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","crafted"
"970900","|H0:item:26588:124:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","124","petty glyph of stamina","5","3","11","Maximum Stamina Enchantment","Adds |cffffff124|r Maximum Stamina.","unknown"
"969899","|H0:item:26588:6:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","6","petty glyph of stamina","5","4","11","Maximum Stamina Enchantment","Adds |cffffff124|r Maximum Stamina.","dropped"
"970408","|H0:item:26588:24:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","24","petty glyph of stamina","5","5","11","Maximum Stamina Enchantment","Adds |cffffff124|r Maximum Stamina.","crafted"
"969903","|H0:item:26588:1:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","1","petty glyph of stamina","0","3","12","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"971168","|H0:item:26588:177:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","177","petty glyph of stamina","0","3","12","","","unknown"
"969904","|H0:item:26588:2:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","2","petty glyph of stamina","1","3","12","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","dropped"
"970409","|H0:item:26588:20:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","20","petty glyph of stamina","1","3","12","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","crafted"
"971118","|H0:item:26588:175:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","175","petty glyph of stamina","1","3","12","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","unknown"
"970315","|H0:item:26588:19:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","19","petty glyph of stamina","2","3","12","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","unknown"
"970901","|H0:item:26588:121:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","121","petty glyph of stamina","2","3","12","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","unknown"
"969905","|H0:item:26588:3:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","3","petty glyph of stamina","2","4","12","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"969911","|H0:item:26588:9:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","9","petty glyph of stamina","2","4","12","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"970410","|H0:item:26588:21:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","21","petty glyph of stamina","2","4","12","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","crafted"
"970635","|H0:item:26588:31:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","31","petty glyph of stamina","2","4","12","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","crafted"
"970902","|H0:item:26588:122:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","122","petty glyph of stamina","3","3","12","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"969906","|H0:item:26588:4:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","4","petty glyph of stamina","3","4","12","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"969909","|H0:item:26588:7:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","7","petty glyph of stamina","3","4","12","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"970265","|H0:item:26588:11:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","11","petty glyph of stamina","3","4","12","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"970411","|H0:item:26588:22:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","22","petty glyph of stamina","3","4","12","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","crafted"
"970709","|H0:item:26588:49:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","49","petty glyph of stamina","3","4","12","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"970710","|H0:item:26588:50:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","50","petty glyph of stamina","3","4","12","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"970903","|H0:item:26588:123:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","123","petty glyph of stamina","4","3","12","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","unknown"
"969907","|H0:item:26588:5:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","5","petty glyph of stamina","4","4","12","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","dropped"
"969910","|H0:item:26588:8:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","8","petty glyph of stamina","4","4","12","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","dropped"
"970412","|H0:item:26588:23:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","23","petty glyph of stamina","4","4","12","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","crafted"
"970904","|H0:item:26588:124:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","124","petty glyph of stamina","5","3","12","Maximum Stamina Enchantment","Adds |cffffff124|r Maximum Stamina.","unknown"
"969908","|H0:item:26588:6:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","6","petty glyph of stamina","5","4","12","Maximum Stamina Enchantment","Adds |cffffff124|r Maximum Stamina.","dropped"
"970413","|H0:item:26588:24:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","24","petty glyph of stamina","5","5","12","Maximum Stamina Enchantment","Adds |cffffff124|r Maximum Stamina.","crafted"
"969912","|H0:item:26588:1:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","1","petty glyph of stamina","0","3","13","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"971169","|H0:item:26588:177:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","177","petty glyph of stamina","0","3","13","","","unknown"
"969913","|H0:item:26588:2:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","2","petty glyph of stamina","1","3","13","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","dropped"
"971119","|H0:item:26588:175:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","175","petty glyph of stamina","1","3","13","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","unknown"
"970414","|H0:item:26588:20:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","20","petty glyph of stamina","1","4","13","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","crafted"
"970905","|H0:item:26588:121:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","121","petty glyph of stamina","2","3","13","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","unknown"
"969914","|H0:item:26588:3:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","3","petty glyph of stamina","2","4","13","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"969920","|H0:item:26588:9:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","9","petty glyph of stamina","2","4","13","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"970316","|H0:item:26588:19:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","19","petty glyph of stamina","2","4","13","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","unknown"
"970415","|H0:item:26588:21:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","21","petty glyph of stamina","2","4","13","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","crafted"
"970636","|H0:item:26588:31:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","31","petty glyph of stamina","2","4","13","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","crafted"
"970906","|H0:item:26588:122:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","122","petty glyph of stamina","3","3","13","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"969915","|H0:item:26588:4:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","4","petty glyph of stamina","3","4","13","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"969918","|H0:item:26588:7:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","7","petty glyph of stamina","3","4","13","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"970266","|H0:item:26588:11:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","11","petty glyph of stamina","3","4","13","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"970416","|H0:item:26588:22:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","22","petty glyph of stamina","3","4","13","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","crafted"
"970711","|H0:item:26588:49:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","49","petty glyph of stamina","3","4","13","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"970712","|H0:item:26588:50:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","50","petty glyph of stamina","3","4","13","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"970907","|H0:item:26588:123:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","123","petty glyph of stamina","4","3","13","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","unknown"
"969916","|H0:item:26588:5:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","5","petty glyph of stamina","4","4","13","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","dropped"
"969919","|H0:item:26588:8:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","8","petty glyph of stamina","4","4","13","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","dropped"
"970417","|H0:item:26588:23:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","23","petty glyph of stamina","4","4","13","Maximum Stamina Enchantment","Adds |cffffff114|r Maximum Stamina.","crafted"
"970908","|H0:item:26588:124:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","124","petty glyph of stamina","5","3","13","Maximum Stamina Enchantment","Adds |cffffff124|r Maximum Stamina.","unknown"
"969917","|H0:item:26588:6:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","6","petty glyph of stamina","5","5","13","Maximum Stamina Enchantment","Adds |cffffff124|r Maximum Stamina.","dropped"
"970418","|H0:item:26588:24:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","24","petty glyph of stamina","5","5","13","Maximum Stamina Enchantment","Adds |cffffff124|r Maximum Stamina.","crafted"
"969921","|H0:item:26588:1:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","1","petty glyph of stamina","0","3","14","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"971170","|H0:item:26588:177:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","177","petty glyph of stamina","0","3","14","","","unknown"
"969922","|H0:item:26588:2:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","2","petty glyph of stamina","1","3","14","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","dropped"
"971120","|H0:item:26588:175:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","175","petty glyph of stamina","1","3","14","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","unknown"
"970419","|H0:item:26588:20:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","20","petty glyph of stamina","1","4","14","Maximum Stamina Enchantment","Adds |cffffff95|r Maximum Stamina.","crafted"
"970909","|H0:item:26588:121:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","121","petty glyph of stamina","2","3","14","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","unknown"
"969923","|H0:item:26588:3:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","3","petty glyph of stamina","2","4","14","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"969929","|H0:item:26588:9:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","9","petty glyph of stamina","2","4","14","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","dropped"
"970317","|H0:item:26588:19:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","19","petty glyph of stamina","2","4","14","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","unknown"
"970420","|H0:item:26588:21:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","21","petty glyph of stamina","2","4","14","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","crafted"
"970637","|H0:item:26588:31:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","31","petty glyph of stamina","2","4","14","Maximum Stamina Enchantment","Adds |cffffff100|r Maximum Stamina.","crafted"
"970910","|H0:item:26588:122:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","122","petty glyph of stamina","3","3","14","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"969924","|H0:item:26588:4:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","4","petty glyph of stamina","3","4","14","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"969927","|H0:item:26588:7:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","7","petty glyph of stamina","3","4","14","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"970267","|H0:item:26588:11:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","11","petty glyph of stamina","3","4","14","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","dropped"
"970421","|H0:item:26588:22:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","22","petty glyph of stamina","3","4","14","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","crafted"
"970713","|H0:item:26588:49:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","49","petty glyph of stamina","3","4","14","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
"970714","|H0:item:26588:50:14:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","14","50","petty glyph of stamina","3","4","14","Maximum Stamina Enchantment","Adds |cffffff109|r Maximum Stamina.","unknown"
