"id","link","internalLevel","internalSubtype","quality","value","level","armorRating","enchantName","enchantDesc","setMaxEquipCount","setBonusDesc1","setBonusDesc2","setBonusDesc3","traitDesc","comment"
"19221416","|H0:item:68119:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","0","1","0","1","-1","0","","","0","(1 item) Adds 1 Weapon Damage","Adds 1 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 0 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","?"
"19222020","|H0:item:68119:22:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","22","3","21","11","297","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 30 Weapon Damage","Adds 30 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 120 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","crafted"
"19222321","|H0:item:68119:49:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","49","3","21","11","283","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 28 Weapon Damage","Adds 28 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 114 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19222322","|H0:item:68119:50:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","50","3","21","11","269","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 27 Weapon Damage","Adds 27 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 108 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19222513","|H0:item:68119:123:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","123","4","16","11","171","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","0","(1 item) Adds 16 Weapon Damage","Adds 16 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 66 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","unknown"
"19221512","|H0:item:68119:5:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","5","4","22","11","311","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","2","(1 item) Adds 31 Weapon Damage","Adds 31 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 126 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","dropped"
"19221515","|H0:item:68119:8:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","8","4","22","11","325","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","2","(1 item) Adds 33 Weapon Damage","Adds 33 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 132 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","dropped"
"19222021","|H0:item:68119:23:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","23","4","22","11","339","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","2","(1 item) Adds 34 Weapon Damage","Adds 34 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 138 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","crafted"
"19222514","|H0:item:68119:124:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","124","5","16","11","171","Maximum Magicka Enchantment","Adds 124 Maximum Magicka.","0","(1 item) Adds 16 Weapon Damage","Adds 16 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 66 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","unknown"
"19221513","|H0:item:68119:6:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","6","5","23","11","353","Maximum Magicka Enchantment","Adds 124 Maximum Magicka.","2","(1 item) Adds 36 Weapon Damage","Adds 36 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 144 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","dropped"
"19222022","|H0:item:68119:24:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","11","24","5","25","11","381","Maximum Magicka Enchantment","Adds 124 Maximum Magicka.","2","(1 item) Adds 39 Weapon Damage","Adds 39 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 156 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","crafted"
"19221517","|H0:item:68119:1:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","1","0","16","12","185","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 18 Weapon Damage","Adds 18 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 72 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","dropped"
"19222782","|H0:item:68119:177:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","177","0","17","12","199","","","2","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","unknown"
"19222732","|H0:item:68119:175:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","175","1","16","12","185","Maximum Magicka Enchantment","Adds 95 Maximum Magicka.","2","(1 item) Adds 18 Weapon Damage","Adds 18 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 72 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","unknown"
"19221518","|H0:item:68119:2:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","2","1","17","12","199","Maximum Magicka Enchantment","Adds 95 Maximum Magicka.","2","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","dropped"
"19222023","|H0:item:68119:20:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","20","1","18","12","227","Maximum Magicka Enchantment","Adds 95 Maximum Magicka.","2","(1 item) Adds 22 Weapon Damage","Adds 22 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 90 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","crafted"
"19222515","|H0:item:68119:121:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","121","2","16","12","185","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 18 Weapon Damage","Adds 18 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 72 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","unknown"
"19221929","|H0:item:68119:19:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","19","2","18","12","227","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 22 Weapon Damage","Adds 22 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 90 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","unknown"
"19221519","|H0:item:68119:3:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","3","2","20","12","255","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 25 Weapon Damage","Adds 25 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 102 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","dropped"
"19222249","|H0:item:68119:31:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","31","2","20","12","241","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 24 Weapon Damage","Adds 24 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 96 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","crafted"
"19221525","|H0:item:68119:9:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","9","2","21","12","269","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 27 Weapon Damage","Adds 27 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 108 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","dropped"
"19222024","|H0:item:68119:21:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","21","2","21","12","269","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 27 Weapon Damage","Adds 27 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 108 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","crafted"
"19222516","|H0:item:68119:122:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","122","3","16","12","185","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","0","(1 item) Adds 18 Weapon Damage","Adds 18 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 72 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19221520","|H0:item:68119:4:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","4","3","21","12","283","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 28 Weapon Damage","Adds 28 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 114 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19221523","|H0:item:68119:7:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","7","3","21","12","297","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 30 Weapon Damage","Adds 30 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 120 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19221879","|H0:item:68119:11:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","11","3","21","12","297","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 30 Weapon Damage","Adds 30 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 120 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19222323","|H0:item:68119:49:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","49","3","21","12","297","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 30 Weapon Damage","Adds 30 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 120 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19222324","|H0:item:68119:50:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","50","3","21","12","283","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 28 Weapon Damage","Adds 28 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 114 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19222025","|H0:item:68119:22:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","22","3","22","12","311","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 31 Weapon Damage","Adds 31 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 126 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","crafted"
"19222517","|H0:item:68119:123:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","123","4","16","12","185","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","0","(1 item) Adds 18 Weapon Damage","Adds 18 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 72 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","unknown"
"19221521","|H0:item:68119:5:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","5","4","22","12","325","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","2","(1 item) Adds 33 Weapon Damage","Adds 33 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 132 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","dropped"
"19221524","|H0:item:68119:8:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","8","4","22","12","339","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","2","(1 item) Adds 34 Weapon Damage","Adds 34 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 138 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","dropped"
"19222026","|H0:item:68119:23:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","23","4","23","12","353","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","2","(1 item) Adds 36 Weapon Damage","Adds 36 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 144 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","crafted"
"19222518","|H0:item:68119:124:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","124","5","16","12","185","Maximum Magicka Enchantment","Adds 124 Maximum Magicka.","0","(1 item) Adds 18 Weapon Damage","Adds 18 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 72 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","unknown"
"19221522","|H0:item:68119:6:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","6","5","23","12","367","Maximum Magicka Enchantment","Adds 124 Maximum Magicka.","2","(1 item) Adds 37 Weapon Damage","Adds 37 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 150 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","dropped"
"19222027","|H0:item:68119:24:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","12","24","5","25","12","395","Maximum Magicka Enchantment","Adds 124 Maximum Magicka.","2","(1 item) Adds 40 Weapon Damage","Adds 40 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 162 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","crafted"
"19221526","|H0:item:68119:1:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","1","0","17","13","199","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","dropped"
"19222783","|H0:item:68119:177:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","177","0","18","13","213","","","2","(1 item) Adds 21 Weapon Damage","Adds 21 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 84 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","unknown"
"19222733","|H0:item:68119:175:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","175","1","17","13","199","Maximum Magicka Enchantment","Adds 95 Maximum Magicka.","2","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","unknown"
"19221527","|H0:item:68119:2:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","2","1","18","13","213","Maximum Magicka Enchantment","Adds 95 Maximum Magicka.","2","(1 item) Adds 21 Weapon Damage","Adds 21 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 84 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","dropped"
"19222028","|H0:item:68119:20:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","20","1","20","13","241","Maximum Magicka Enchantment","Adds 95 Maximum Magicka.","2","(1 item) Adds 24 Weapon Damage","Adds 24 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 96 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","crafted"
"19222519","|H0:item:68119:121:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","121","2","17","13","199","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","unknown"
"19221930","|H0:item:68119:19:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","19","2","20","13","241","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 24 Weapon Damage","Adds 24 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 96 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","unknown"
"19222250","|H0:item:68119:31:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","31","2","20","13","255","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 25 Weapon Damage","Adds 25 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 102 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","crafted"
"19221528","|H0:item:68119:3:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","3","2","21","13","269","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 27 Weapon Damage","Adds 27 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 108 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","dropped"
"19221534","|H0:item:68119:9:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","9","2","21","13","283","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 28 Weapon Damage","Adds 28 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 114 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","dropped"
"19222029","|H0:item:68119:21:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","21","2","21","13","283","Maximum Magicka Enchantment","Adds 100 Maximum Magicka.","2","(1 item) Adds 28 Weapon Damage","Adds 28 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 114 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","crafted"
"19222520","|H0:item:68119:122:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","122","3","17","13","199","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","0","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19221529","|H0:item:68119:4:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","4","3","21","13","297","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 30 Weapon Damage","Adds 30 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 120 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19222326","|H0:item:68119:50:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","50","3","21","13","297","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 30 Weapon Damage","Adds 30 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 120 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19221532","|H0:item:68119:7:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","7","3","22","13","311","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 31 Weapon Damage","Adds 31 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 126 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19221880","|H0:item:68119:11:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","11","3","22","13","311","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 31 Weapon Damage","Adds 31 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 126 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19222030","|H0:item:68119:22:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","22","3","22","13","325","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 33 Weapon Damage","Adds 33 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 132 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","crafted"
"19222325","|H0:item:68119:49:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","49","3","22","13","311","Maximum Magicka Enchantment","Adds 109 Maximum Magicka.","2","(1 item) Adds 31 Weapon Damage","Adds 31 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 126 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19222521","|H0:item:68119:123:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","123","4","17","13","199","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","0","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","unknown"
"19221530","|H0:item:68119:5:13:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","13","5","4","22","13","339","Maximum Magicka Enchantment","Adds 114 Maximum Magicka.","2","(1 item) Adds 34 Weapon Damage","Adds 34 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 138 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","dropped"
