"id","link","internalLevel","internalSubtype","name","trait","quality","value","level","type","equipType","weaponType","armorType","armorRating","weaponPower","cond","enchantName","enchantDesc","setName","setBonusCount","setMaxEquipCount","setBonusCount1","setBonusCount2","setBonusCount3","setBonusCount4","setBonusDesc1","setBonusDesc2","setBonusDesc3","setBonusDesc4","bindType","traitDesc","comment"
"19221294","|H0:item:68118:177:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","177","Molag Kena's Mask","18","0","12","7","2","1","0","2","185","0","0","","","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 12 Weapon Damage","Adds 12 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 48 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 2.5%.","unknown"
"19219990","|H0:item:68118:2:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","2","Molag Kena's Mask","18","1","12","7","2","1","0","2","185","0","0","Maximum Stamina Enchantment","Adds 82 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 12 Weapon Damage","Adds 12 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 48 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 3.5%.","dropped"
"19221244","|H0:item:68118:175:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","175","Molag Kena's Mask","18","1","12","7","2","1","0","2","164","0","0","Maximum Stamina Enchantment","Adds 82 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 10 Weapon Damage","Adds 10 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 42 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 3.5%.","unknown"
"19220515","|H0:item:68118:20:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","20","Molag Kena's Mask","18","1","15","7","2","1","0","2","227","0","0","Maximum Stamina Enchantment","Adds 82 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 15 Weapon Damage","Adds 15 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 60 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 3.5%.","crafted"
"19221012","|H0:item:68118:121:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","121","Molag Kena's Mask","18","2","12","7","2","1","0","2","164","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 10 Weapon Damage","Adds 10 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 42 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","unknown"
"19220441","|H0:item:68118:19:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","19","Molag Kena's Mask","18","2","15","7","2","1","0","2","227","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 15 Weapon Damage","Adds 15 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 60 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","unknown"
"19219991","|H0:item:68118:3:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","3","Molag Kena's Mask","18","2","16","7","2","1","0","2","269","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 18 Weapon Damage","Adds 18 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 72 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","dropped"
"19220761","|H0:item:68118:31:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","31","Molag Kena's Mask","18","2","16","7","2","1","0","2","248","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 16 Weapon Damage","Adds 16 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 66 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","crafted"
"19219997","|H0:item:68118:9:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","9","Molag Kena's Mask","18","2","17","7","2","1","0","2","290","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","dropped"
"19220516","|H0:item:68118:21:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","21","Molag Kena's Mask","18","2","17","7","2","1","0","2","290","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","crafted"
"19221013","|H0:item:68118:122:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","122","Molag Kena's Mask","18","3","12","7","2","1","0","2","164","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","0","1","1","2","-1","(1 item) Adds 10 Weapon Damage","Adds 10 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 42 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","unknown"
"19219992","|H0:item:68118:4:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","4","Molag Kena's Mask","18","3","18","7","2","1","0","2","311","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 21 Weapon Damage","Adds 21 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 84 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","dropped"
"19219995","|H0:item:68118:7:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","7","Molag Kena's Mask","18","3","18","7","2","1","0","2","332","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 22 Weapon Damage","Adds 22 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 90 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","dropped"
"19220391","|H0:item:68118:11:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","11","Molag Kena's Mask","18","3","18","7","2","1","0","2","332","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 22 Weapon Damage","Adds 22 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 90 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","dropped"
"19220830","|H0:item:68118:49:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","49","Molag Kena's Mask","18","3","18","7","2","1","0","2","332","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 22 Weapon Damage","Adds 22 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 90 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","unknown"
"19220831","|H0:item:68118:50:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","50","Molag Kena's Mask","18","3","18","7","2","1","0","2","311","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 21 Weapon Damage","Adds 21 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 84 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","unknown"
"19220517","|H0:item:68118:22:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","22","Molag Kena's Mask","18","3","20","7","2","1","0","2","353","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 24 Weapon Damage","Adds 24 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 96 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","crafted"
"19221014","|H0:item:68118:123:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","123","Molag Kena's Mask","18","4","12","7","2","1","0","2","164","0","0","Maximum Stamina Enchantment","Adds 98 Maximum Stamina.","Molag Kena","3","0","1","1","2","-1","(1 item) Adds 10 Weapon Damage","Adds 10 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 42 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 6.5%.","unknown"
"19219993","|H0:item:68118:5:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","5","Molag Kena's Mask","18","4","20","7","2","1","0","2","374","0","0","Maximum Stamina Enchantment","Adds 98 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 25 Weapon Damage","Adds 25 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 102 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 6.5%.","dropped"
"19219996","|H0:item:68118:8:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","8","Molag Kena's Mask","18","4","21","7","2","1","0","2","395","0","0","Maximum Stamina Enchantment","Adds 98 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 27 Weapon Damage","Adds 27 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 108 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 6.5%.","dropped"
"19220518","|H0:item:68118:23:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","23","Molag Kena's Mask","18","4","21","7","2","1","0","2","416","0","0","Maximum Stamina Enchantment","Adds 98 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 28 Weapon Damage","Adds 28 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 114 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 6.5%.","crafted"
"19221015","|H0:item:68118:124:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","124","Molag Kena's Mask","18","5","12","7","2","1","0","2","164","0","0","Maximum Stamina Enchantment","Adds 107 Maximum Stamina.","Molag Kena","3","0","1","1","2","-1","(1 item) Adds 10 Weapon Damage","Adds 10 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 42 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 7.5%.","unknown"
"19219994","|H0:item:68118:6:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","6","Molag Kena's Mask","18","5","21","7","2","1","0","2","437","0","0","Maximum Stamina Enchantment","Adds 107 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 30 Weapon Damage","Adds 30 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 120 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 7.5%.","dropped"
"19220519","|H0:item:68118:24:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","7","24","Molag Kena's Mask","18","5","22","7","2","1","0","2","479","0","0","Maximum Stamina Enchantment","Adds 107 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 33 Weapon Damage","Adds 33 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 132 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 7.5%.","crafted"
"19219998","|H0:item:68118:1:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","1","Molag Kena's Mask","18","0","12","8","2","1","0","2","185","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 12 Weapon Damage","Adds 12 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 48 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 2.5%.","dropped"
"19221295","|H0:item:68118:177:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","177","Molag Kena's Mask","18","0","13","8","2","1","0","2","206","0","0","","","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 13 Weapon Damage","Adds 13 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 54 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 2.5%.","unknown"
"19221245","|H0:item:68118:175:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","175","Molag Kena's Mask","18","1","12","8","2","1","0","2","185","0","0","Maximum Stamina Enchantment","Adds 82 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 12 Weapon Damage","Adds 12 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 48 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 3.5%.","unknown"
"19219999","|H0:item:68118:2:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","2","Molag Kena's Mask","18","1","13","8","2","1","0","2","206","0","0","Maximum Stamina Enchantment","Adds 82 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 13 Weapon Damage","Adds 13 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 54 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 3.5%.","dropped"
"19220520","|H0:item:68118:20:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","20","Molag Kena's Mask","18","1","16","8","2","1","0","2","248","0","0","Maximum Stamina Enchantment","Adds 82 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 16 Weapon Damage","Adds 16 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 66 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 3.5%.","crafted"
"19221016","|H0:item:68118:121:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","121","Molag Kena's Mask","18","2","12","8","2","1","0","2","185","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 12 Weapon Damage","Adds 12 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 48 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","unknown"
"19220442","|H0:item:68118:19:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","19","Molag Kena's Mask","18","2","16","8","2","1","0","2","248","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 16 Weapon Damage","Adds 16 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 66 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","unknown"
"19220762","|H0:item:68118:31:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","31","Molag Kena's Mask","18","2","16","8","2","1","0","2","269","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 18 Weapon Damage","Adds 18 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 72 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","crafted"
"19220000","|H0:item:68118:3:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","3","Molag Kena's Mask","18","2","17","8","2","1","0","2","290","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 19 Weapon Damage","Adds 19 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 78 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","dropped"
"19220006","|H0:item:68118:9:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","9","Molag Kena's Mask","18","2","18","8","2","1","0","2","311","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 21 Weapon Damage","Adds 21 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 84 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","dropped"
"19220521","|H0:item:68118:21:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","21","Molag Kena's Mask","18","2","18","8","2","1","0","2","311","0","0","Maximum Stamina Enchantment","Adds 86 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 21 Weapon Damage","Adds 21 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 84 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 4.5%.","crafted"
"19221017","|H0:item:68118:122:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","122","Molag Kena's Mask","18","3","12","8","2","1","0","2","185","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","0","1","1","2","-1","(1 item) Adds 12 Weapon Damage","Adds 12 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 48 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","unknown"
"19220001","|H0:item:68118:4:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","4","Molag Kena's Mask","18","3","18","8","2","1","0","2","332","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 22 Weapon Damage","Adds 22 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 90 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","dropped"
"19220833","|H0:item:68118:50:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","50","Molag Kena's Mask","18","3","18","8","2","1","0","2","332","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 22 Weapon Damage","Adds 22 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 90 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","unknown"
"19220004","|H0:item:68118:7:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","7","Molag Kena's Mask","18","3","20","8","2","1","0","2","353","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 24 Weapon Damage","Adds 24 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 96 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","dropped"
"19220392","|H0:item:68118:11:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","11","Molag Kena's Mask","18","3","20","8","2","1","0","2","353","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 24 Weapon Damage","Adds 24 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 96 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","dropped"
"19220522","|H0:item:68118:22:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","22","Molag Kena's Mask","18","3","20","8","2","1","0","2","374","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 25 Weapon Damage","Adds 25 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 102 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","crafted"
"19220832","|H0:item:68118:49:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","49","Molag Kena's Mask","18","3","20","8","2","1","0","2","353","0","0","Maximum Stamina Enchantment","Adds 93 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 24 Weapon Damage","Adds 24 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 96 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 5.5%.","unknown"
"19221018","|H0:item:68118:123:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","123","Molag Kena's Mask","18","4","12","8","2","1","0","2","185","0","0","Maximum Stamina Enchantment","Adds 98 Maximum Stamina.","Molag Kena","3","0","1","1","2","-1","(1 item) Adds 12 Weapon Damage","Adds 12 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 48 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 6.5%.","unknown"
"19220002","|H0:item:68118:5:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","5","Molag Kena's Mask","18","4","21","8","2","1","0","2","395","0","0","Maximum Stamina Enchantment","Adds 98 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 27 Weapon Damage","Adds 27 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 108 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 6.5%.","dropped"
"19220005","|H0:item:68118:8:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","8","Molag Kena's Mask","18","4","21","8","2","1","0","2","416","0","0","Maximum Stamina Enchantment","Adds 98 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 28 Weapon Damage","Adds 28 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 114 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 6.5%.","dropped"
"19220523","|H0:item:68118:23:8:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","8","23","Molag Kena's Mask","18","4","21","8","2","1","0","2","437","0","0","Maximum Stamina Enchantment","Adds 98 Maximum Stamina.","Molag Kena","3","2","1","1","2","-1","(1 item) Adds 30 Weapon Damage","Adds 30 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 120 but also increases the cost of your abilities by 33%.","","1","Increases Mundus Stone effects by 6.5%.","crafted"
