"id","logId","link","itemId","internalLevel","internalSubtype","potionData","name","description","style","trait","quality","value","level","type","equipType","weaponType","armorType","craftType","armorRating","weaponPower","cond","enchantId","enchantLevel","enchantSubtype","enchantName","enchantDesc","maxCharges","abilityName","abilityDesc","abilityCooldown","setName","setBonusCount","setMaxEquipCount","setBonusCount1","setBonusCount2","setBonusCount3","setBonusCount4","setBonusCount5","setBonusDesc1","setBonusDesc2","setBonusDesc3","setBonusDesc4","setBonusDesc5","glyphMinLevel","glyphMaxLevel","runeType","runeRank","bindType","siegeHP","bookTitle","craftSkillRank","recipeRank","recipeQuality","refinedItemLink","resultItemLink","materialLevelDesc","traitDesc","traitAbilityDesc","traitCooldown","isUnique","isUniqueEquipped","isVendorTrash","isArmorDecay","isConsumable","icon","comment","tags","dyeData"
"70550255","-1","|H0:item:107884:1:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","1","0","Bow of Prayer","","4","5","0","26","11","1","6","8","0","-1","0","275","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff11|r Magic Damage and restores |cffffff2|r Magicka.","100","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Magicka","(3 items) Adds 16 Spell Damage","(4 items) Adds 16 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff310|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff660|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70551528","-1","|H0:item:107884:177:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","177","0","Bow of Prayer","","4","5","0","26","11","1","6","8","0","-1","0","287","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff11|r Magic Damage and restores |cffffff2|r Magicka.","100","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 135 Maximum Magicka","(3 items) Adds 18 Spell Damage","(4 items) Adds 18 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff338|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff720|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550256","-1","|H0:item:107884:2:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","2","0","Bow of Prayer","","4","5","1","26","11","1","6","8","0","-1","0","287","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff122|r Magic Damage and restores |cffffff22|r Magicka.","200","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 135 Maximum Magicka","(3 items) Adds 18 Spell Damage","(4 items) Adds 18 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff338|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff720|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70551478","-1","|H0:item:107884:175:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","175","0","Bow of Prayer","","4","5","1","26","11","1","6","8","0","-1","0","275","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff122|r Magic Damage and restores |cffffff22|r Magicka.","200","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Magicka","(3 items) Adds 16 Spell Damage","(4 items) Adds 16 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff310|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff660|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550765","-1","|H0:item:107884:20:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","20","0","Bow of Prayer","","4","5","1","30","11","1","6","8","0","-1","0","311","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff122|r Magic Damage and restores |cffffff22|r Magicka.","200","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 157 Maximum Magicka","(3 items) Adds 21 Spell Damage","(4 items) Adds 21 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff394|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff840|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551258","-1","|H0:item:107884:121:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","121","0","Bow of Prayer","","4","5","2","26","11","1","6","8","0","-1","0","275","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff129|r Magic Damage and restores |cffffff24|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Magicka","(3 items) Adds 16 Spell Damage","(4 items) Adds 16 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff310|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff660|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550675","-1","|H0:item:107884:19:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","19","0","Bow of Prayer","","4","5","2","30","11","1","6","8","0","-1","0","311","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff129|r Magic Damage and restores |cffffff24|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 157 Maximum Magicka","(3 items) Adds 21 Spell Damage","(4 items) Adds 21 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff394|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff840|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550995","-1","|H0:item:107884:31:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","31","0","Bow of Prayer","","4","5","2","30","11","1","6","8","0","-1","0","323","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff129|r Magic Damage and restores |cffffff24|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 168 Maximum Magicka","(3 items) Adds 22 Spell Damage","(4 items) Adds 22 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff423|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff900|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70550257","-1","|H0:item:107884:3:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","3","0","Bow of Prayer","","4","5","2","32","11","1","6","8","0","-1","0","334","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff129|r Magic Damage and restores |cffffff24|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 180 Maximum Magicka","(3 items) Adds 24 Spell Damage","(4 items) Adds 24 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff451|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff960|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550263","-1","|H0:item:107884:9:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","9","0","Bow of Prayer","","4","5","2","32","11","1","6","8","0","-1","0","346","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff129|r Magic Damage and restores |cffffff24|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 191 Maximum Magicka","(3 items) Adds 25 Spell Damage","(4 items) Adds 25 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff479|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1020|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550766","-1","|H0:item:107884:21:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","21","0","Bow of Prayer","","4","5","2","32","11","1","6","8","0","-1","0","346","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff129|r Magic Damage and restores |cffffff24|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 191 Maximum Magicka","(3 items) Adds 25 Spell Damage","(4 items) Adds 25 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff479|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1020|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551259","-1","|H0:item:107884:122:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","122","0","Bow of Prayer","","4","5","3","26","11","1","6","8","0","-1","0","275","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff140|r Magic Damage and restores |cffffff26|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Magicka","(3 items) Adds 16 Spell Damage","(4 items) Adds 16 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff310|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff660|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550258","-1","|H0:item:107884:4:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","4","0","Bow of Prayer","","4","5","3","34","11","1","6","8","0","-1","0","358","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff140|r Magic Damage and restores |cffffff26|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 202 Maximum Magicka","(3 items) Adds 27 Spell Damage","(4 items) Adds 27 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff507|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1080|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550261","-1","|H0:item:107884:7:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","7","0","Bow of Prayer","","4","5","3","34","11","1","6","8","0","-1","0","370","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff140|r Magic Damage and restores |cffffff26|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 213 Maximum Magicka","(3 items) Adds 28 Spell Damage","(4 items) Adds 28 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff535|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1140|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550625","-1","|H0:item:107884:11:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","11","0","Bow of Prayer","","4","5","3","34","11","1","6","8","0","-1","0","370","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff140|r Magic Damage and restores |cffffff26|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 213 Maximum Magicka","(3 items) Adds 28 Spell Damage","(4 items) Adds 28 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff535|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1140|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550767","-1","|H0:item:107884:22:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","22","0","Bow of Prayer","","4","5","3","34","11","1","6","8","0","-1","0","382","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff140|r Magic Damage and restores |cffffff26|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 225 Maximum Magicka","(3 items) Adds 30 Spell Damage","(4 items) Adds 30 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff564|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1200|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551068","-1","|H0:item:107884:49:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","49","0","Bow of Prayer","","4","5","3","34","11","1","6","8","0","-1","0","370","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff140|r Magic Damage and restores |cffffff26|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 213 Maximum Magicka","(3 items) Adds 28 Spell Damage","(4 items) Adds 28 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff535|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1140|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70551069","-1","|H0:item:107884:50:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","50","0","Bow of Prayer","","4","5","3","34","11","1","6","8","0","-1","0","358","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff140|r Magic Damage and restores |cffffff26|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 202 Maximum Magicka","(3 items) Adds 27 Spell Damage","(4 items) Adds 27 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff507|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1080|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70551260","-1","|H0:item:107884:123:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","123","0","Bow of Prayer","","4","5","4","26","11","1","6","8","0","-1","0","275","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff146|r Magic Damage and restores |cffffff27|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Magicka","(3 items) Adds 16 Spell Damage","(4 items) Adds 16 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff310|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff660|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550259","-1","|H0:item:107884:5:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","5","0","Bow of Prayer","","4","5","4","36","11","1","6","8","0","-1","0","394","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff146|r Magic Damage and restores |cffffff27|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 236 Maximum Magicka","(3 items) Adds 31 Spell Damage","(4 items) Adds 31 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff592|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1260|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550262","-1","|H0:item:107884:8:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","8","0","Bow of Prayer","","4","5","4","36","11","1","6","8","0","-1","0","406","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff146|r Magic Damage and restores |cffffff27|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 247 Maximum Magicka","(3 items) Adds 33 Spell Damage","(4 items) Adds 33 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff620|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1320|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550768","-1","|H0:item:107884:23:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","23","0","Bow of Prayer","","4","5","4","36","11","1","6","8","0","-1","0","418","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff146|r Magic Damage and restores |cffffff27|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 258 Maximum Magicka","(3 items) Adds 34 Spell Damage","(4 items) Adds 34 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff648|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1380|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551261","-1","|H0:item:107884:124:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","124","0","Bow of Prayer","","4","5","5","26","11","1","6","8","0","-1","0","275","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff159|r Magic Damage and restores |cffffff29|r Magicka.","500","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Magicka","(3 items) Adds 16 Spell Damage","(4 items) Adds 16 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff310|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff660|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550260","-1","|H0:item:107884:6:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","6","0","Bow of Prayer","","4","5","5","38","11","1","6","8","0","-1","0","430","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff159|r Magic Damage and restores |cffffff29|r Magicka.","500","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 270 Maximum Magicka","(3 items) Adds 36 Spell Damage","(4 items) Adds 36 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff676|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1440|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550769","-1","|H0:item:107884:24:11:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","11","24","0","Bow of Prayer","","4","5","5","40","11","1","6","8","0","-1","0","453","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff159|r Magic Damage and restores |cffffff29|r Magicka.","500","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 292 Maximum Magicka","(3 items) Adds 39 Spell Damage","(4 items) Adds 39 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff733|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff1560|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70550264","-1","|H0:item:107884:1:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","12","1","0","Bow of Prayer","","4","5","0","26","12","1","6","8","0","-1","0","287","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff11|r Magic Damage and restores |cffffff2|r Magicka.","100","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 135 Maximum Magicka","(3 items) Adds 18 Spell Damage","(4 items) Adds 18 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff338|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff720|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70551529","-1","|H0:item:107884:177:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","12","177","0","Bow of Prayer","","4","5","0","28","12","1","6","8","0","-1","0","299","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff11|r Magic Damage and restores |cffffff2|r Magicka.","100","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 146 Maximum Magicka","(3 items) Adds 19 Spell Damage","(4 items) Adds 19 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff366|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff780|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70551479","-1","|H0:item:107884:175:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","12","175","0","Bow of Prayer","","4","5","1","26","12","1","6","8","0","-1","0","287","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff122|r Magic Damage and restores |cffffff22|r Magicka.","200","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 135 Maximum Magicka","(3 items) Adds 18 Spell Damage","(4 items) Adds 18 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff338|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff720|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550265","-1","|H0:item:107884:2:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","12","2","0","Bow of Prayer","","4","5","1","28","12","1","6","8","0","-1","0","299","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff122|r Magic Damage and restores |cffffff22|r Magicka.","200","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 146 Maximum Magicka","(3 items) Adds 19 Spell Damage","(4 items) Adds 19 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff366|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff780|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550770","-1","|H0:item:107884:20:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","12","20","0","Bow of Prayer","","4","5","1","30","12","1","6","8","0","-1","0","323","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff122|r Magic Damage and restores |cffffff22|r Magicka.","200","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 168 Maximum Magicka","(3 items) Adds 22 Spell Damage","(4 items) Adds 22 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff423|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff900|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551262","-1","|H0:item:107884:121:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","12","121","0","Bow of Prayer","","4","5","2","26","12","1","6","8","0","-1","0","287","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff129|r Magic Damage and restores |cffffff24|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 135 Maximum Magicka","(3 items) Adds 18 Spell Damage","(4 items) Adds 18 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff338|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff720|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550676","-1","|H0:item:107884:19:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","12","19","0","Bow of Prayer","","4","5","2","30","12","1","6","8","0","-1","0","323","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff129|r Magic Damage and restores |cffffff24|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 168 Maximum Magicka","(3 items) Adds 22 Spell Damage","(4 items) Adds 22 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff423|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff900|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
